Randomizer Version: 4.6.1
Random Seed: 208514066509506
Settings String: 322IwgkEQIBAAQABwAEAAKoJBkCKgEAFAAVCQABAAAAAAMAAAAIMgQyAQAICTIHBwAyAAIQElBva2Vtb24gT21lZ2EgUnVieW+FdYfjwziK

--Move Updates--
Made RAZOR WIND have 100% accuracy
Made SWORDS DANCE have 20 PP
Made FLY have 90 power
Made BIND have 85% accuracy
Made VINE WHIP have 45 power and 25 PP
Made JUMP KICK have 100 power and 10 PP
Made TACKLE have 40 power and 100% accuracy
Made WRAP have 90% accuracy
Made THRASH have 120 power and 10 PP
Made PIN MISSILE have 25 power and 95% accuracy
Made DISABLE have 100% accuracy
Made FLAMETHROWER have 90 power
Made HYDRO PUMP have 110 power
Made SURF have 90 power
Made ICE BEAM have 90 power
Made BLIZZARD have 110 power
Made SUBMISSION have 20 PP
Made LOW KICK have 100% accuracy
Made ABSORB have 25 PP
Made MEGA DRAIN have 15 PP
Made GROWTH have 20 PP
Made PETAL DANCE have 120 power and 10 PP
Made FIRE SPIN have 35 power and 85% accuracy
Made THUNDERBOLT have 90 power
Made THUNDER WAVE have 90% accuracy
Made THUNDER have 110 power
Made DIG have 80 power
Made TOXIC have 90% accuracy
Made RECOVER have 10 PP
Made MINIMIZE have 10 PP
Made BARRIER have 20 PP
Made LICK have 30 power
Made SMOG have 30 power
Made FIRE BLAST have 110 power
Made CLAMP have 15 PP and 85% accuracy
Made SKULL BASH have 130 power and 10 PP
Made HI JUMP KICK have 130 power and 10 PP
Made GLARE have 100% accuracy
Made POISON GAS have 90% accuracy
Made LEECH LIFE have 80 power and 10 PP
Made BUBBLE have 40 power
Made FLASH have 100% accuracy
Made PSYWAVE have 100% accuracy
Made ACID ARMOR have 20 PP
Made CRABHAMMER have 100 power and 90% accuracy
Made THIEF have 60 power and 25 PP
Made SNORE have 50 power
Made CURSE be GHOST-type
Made COTTON SPORE have 100% accuracy
Made SCARY FACE have 100% accuracy
Made ZAP CANNON have 120 power
Made BONE RUSH have 90% accuracy
Made OUTRAGE have 120 power and 10 PP
Made GIGA DRAIN have 75 power and 10 PP
Made SWAGGER have 85% accuracy
Made FURY CUTTER have 40 power
Made FUTURE SIGHT have 120 power, 10 PP and 100% accuracy
Made ROCK SMASH have 40 power
Made WHIRLPOOL have 35 power and 85% accuracy

--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF|SATK|SDEF| SPD|ITEM
202 WOBBUFFET     |            - |               - |          - |            - |          - |                - |             - |              - |            - |TM10 VICEGRIP |               - |TM12 BUBBLE |TM13 RAIN DANCE |TM14 FLAIL |           - |TM16 TELEPORT |               - |              - |TM19 TWINEEDLE |TM20 SPIKES |           - |               - |         - |               - |TM25 DETECT |             - |TM27 NIGHT SHADE |TM28 LOVELY KISS |TM29 SMOKESCREEN |TM30 PAIN SPLIT |            - |            - |TM33 PERISH SONG |TM34 SWAGGER |               - |              - |TM37 FISSURE |              - |             - |          - |        - |TM42 GROWL |TM43 SWIFT |              - |TM45 DESTINY BOND |TM46 TRI ATTACK |              - |TM48 MIRROR MOVE |                - |TM50 MEDITATE |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
203 GIRAFARIG     |TM01 MINIMIZE |               - |          - |TM04 HEADBUTT |TM05 HARDEN |TM06 QUICK ATTACK |TM07 MEAN LOOK |              - |            - |TM10 VICEGRIP |TM11 POWDER SNOW |          - |              - |TM14 FLAIL |TM15 TWISTER |TM16 TELEPORT |TM17 DOUBLE TEAM |              - |             - |          - |TM21 PRESENT |               - |TM23 SNORE |TM24 PETAL DANCE |TM25 DETECT |TM26 JUMP KICK |TM27 NIGHT SHADE |TM28 LOVELY KISS |TM29 SMOKESCREEN |TM30 PAIN SPLIT |            - |TM32 EGG BOMB |TM33 PERISH SONG |TM34 SWAGGER |               - |              - |           - |TM38 MILK DRINK |             - |TM40 SPLASH |TM41 SLAM |TM42 GROWL |TM43 SWIFT |              - |                - |TM46 TRI ATTACK |TM47 GUILLOTINE |               - |TM49 SELFDESTRUCT |TM50 MEDITATE |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
204 PINECO        |            - |               - |          - |TM04 HEADBUTT |          - |                - |             - |              - |TM09 MEGAHORN |TM10 VICEGRIP |               - |TM12 BUBBLE |TM13 RAIN DANCE |         - |           - |TM16 TELEPORT |               - |TM18 LEECH LIFE |TM19 TWINEEDLE |TM20 SPIKES |TM21 PRESENT |               - |         - |               - |          - |             - |               - |TM28 LOVELY KISS |TM29 SMOKESCREEN |TM30 PAIN SPLIT |            - |            - |TM33 PERISH SONG |           - |               - |              - |           - |TM38 MILK DRINK |             - |          - |        - |TM42 GROWL |TM43 SWIFT |TM44 STEEL WING |TM45 DESTINY BOND |              - |              - |               - |TM49 SELFDESTRUCT |TM50 MEDITATE |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
205 FORRETRESS    |            - |               - |          - |            - |TM05 HARDEN |                - |             - |              - |TM09 MEGAHORN |            - |               - |          - |              - |TM14 FLAIL |           - |            - |               - |TM18 LEECH LIFE |TM19 TWINEEDLE |TM20 SPIKES |TM21 PRESENT |TM22 DOUBLE KICK |         - |TM24 PETAL DANCE |          - |TM26 JUMP KICK |               - |TM28 LOVELY KISS |TM29 SMOKESCREEN |              - |            - |            - |TM33 PERISH SONG |TM34 SWAGGER |TM35 SHADOW BALL |              - |           - |TM38 MILK DRINK |             - |          - |TM41 SLAM |TM42 GROWL |         - |TM44 STEEL WING |TM45 DESTINY BOND |TM46 TRI ATTACK |TM47 GUILLOTINE |TM48 MIRROR MOVE |TM49 SELFDESTRUCT |            - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
206 DUNSPARCE     |TM01 MINIMIZE |TM02 FLAME WHEEL |TM03 ABSORB |TM04 HEADBUTT |TM05 HARDEN |TM06 QUICK ATTACK |TM07 MEAN LOOK |TM08 CRABHAMMER |            - |TM10 VICEGRIP |TM11 POWDER SNOW |          - |TM13 RAIN DANCE |TM14 FLAIL |           - |            - |TM17 DOUBLE TEAM |              - |             - |          - |TM21 PRESENT |               - |TM23 SNORE |TM24 PETAL DANCE |          - |TM26 JUMP KICK |TM27 NIGHT SHADE |TM28 LOVELY KISS |TM29 SMOKESCREEN |TM30 PAIN SPLIT |            - |            - |TM33 PERISH SONG |TM34 SWAGGER |TM35 SHADOW BALL |              - |           - |TM38 MILK DRINK |             - |TM40 SPLASH |TM41 SLAM |TM42 GROWL |TM43 SWIFT |TM44 STEEL WING |                - |TM46 TRI ATTACK |              - |               - |TM49 SELFDESTRUCT |            - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
207 GLIGAR        |TM01 MINIMIZE |               - |          - |            - |TM05 HARDEN |TM06 QUICK ATTACK |TM07 MEAN LOOK |              - |            - |TM10 VICEGRIP |TM11 POWDER SNOW |          - |              - |TM14 FLAIL |           - |TM16 TELEPORT |               - |              - |             - |TM20 SPIKES |TM21 PRESENT |               - |         - |               - |          - |             - |               - |               - |               - |              - |            - |TM32 EGG BOMB |TM33 PERISH SONG |           - |               - |TM36 SKY ATTACK |TM37 FISSURE |              - |             - |          - |        - |TM42 GROWL |TM43 SWIFT |              - |                - |              - |TM47 GUILLOTINE |TM48 MIRROR MOVE |                - |            - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
208 STEELIX       |TM01 MINIMIZE |               - |          - |TM04 HEADBUTT |TM05 HARDEN |                - |             - |              - |TM09 MEGAHORN |TM10 VICEGRIP |               - |          - |              - |TM14 FLAIL |           - |            - |TM17 DOUBLE TEAM |TM18 LEECH LIFE |             - |TM20 SPIKES |TM21 PRESENT |               - |TM23 SNORE |TM24 PETAL DANCE |          - |             - |               - |               - |TM29 SMOKESCREEN |TM30 PAIN SPLIT |            - |TM32 EGG BOMB |TM33 PERISH SONG |TM34 SWAGGER |TM35 SHADOW BALL |TM36 SKY ATTACK |TM37 FISSURE |TM38 MILK DRINK |             - |          - |TM41 SLAM |TM42 GROWL |TM43 SWIFT |TM44 STEEL WING |                - |TM46 TRI ATTACK |              - |               - |TM49 SELFDESTRUCT |            - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
209 SNUBBULL      |TM01 MINIMIZE |               - |          - |TM04 HEADBUTT |TM05 HARDEN |TM06 QUICK ATTACK |TM07 MEAN LOOK |              - |            - |TM10 VICEGRIP |               - |TM12 BUBBLE |TM13 RAIN DANCE |TM14 FLAIL |           - |            - |TM17 DOUBLE TEAM |              - |             - |          - |TM21 PRESENT |               - |TM23 SNORE |TM24 PETAL DANCE |          - |             - |               - |TM28 LOVELY KISS |TM29 SMOKESCREEN |TM30 PAIN SPLIT |            - |TM32 EGG BOMB |TM33 PERISH SONG |TM34 SWAGGER |               - |              - |           - |TM38 MILK DRINK |TM39 NIGHTMARE |TM40 SPLASH |TM41 SLAM |TM42 GROWL |TM43 SWIFT |              - |                - |TM46 TRI ATTACK |TM47 GUILLOTINE |TM48 MIRROR MOVE |                - |TM50 MEDITATE |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
210 GRANBULL      |TM01 MINIMIZE |               - |          - |TM04 HEADBUTT |TM05 HARDEN |TM06 QUICK ATTACK |             - |              - |            - |TM10 VICEGRIP |               - |          - |              - |TM14 FLAIL |TM15 TWISTER |            - |TM17 DOUBLE TEAM |              - |             - |          - |TM21 PRESENT |               - |TM23 SNORE |               - |          - |TM26 JUMP KICK |               - |TM28 LOVELY KISS |               - |TM30 PAIN SPLIT |TM31 REVERSAL |TM32 EGG BOMB |TM33 PERISH SONG |TM34 SWAGGER |TM35 SHADOW BALL |              - |           - |TM38 MILK DRINK |             - |TM40 SPLASH |TM41 SLAM |TM42 GROWL |TM43 SWIFT |              - |TM45 DESTINY BOND |              - |TM47 GUILLOTINE |TM48 MIRROR MOVE |TM49 SELFDESTRUCT |            - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
211 QWILFISH      |TM01 MINIMIZE |               - |TM03 ABSORB |TM04 HEADBUTT |TM05 HARDEN |TM06 QUICK ATTACK |TM07 MEAN LOOK |TM08 CRABHAMMER |            - |            - |               - |TM12 BUBBLE |TM13 RAIN DANCE |         - |           - |            - |               - |              - |             - |TM20 SPIKES |TM21 PRESENT |               - |         - |               - |          - |             - |               - |TM28 LOVELY KISS |TM29 SMOKESCREEN |              - |            - |TM32 EGG BOMB |               - |TM34 SWAGGER |               - |              - |TM37 FISSURE |              - |             - |TM40 SPLASH |TM41 SLAM |TM42 GROWL |         - |TM44 STEEL WING |                - |              - |TM47 GUILLOTINE |               - |TM49 SELFDESTRUCT |            - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
212 SCIZOR        |TM01 MINIMIZE |TM02 FLAME WHEEL |          - |            - |TM05 HARDEN |TM06 QUICK ATTACK |             - |              - |TM09 MEGAHORN |            - |               - |          - |              - |         - |TM15 TWISTER |            - |TM17 DOUBLE TEAM |              - |TM19 TWINEEDLE |          - |TM21 PRESENT |TM22 DOUBLE KICK |TM23 SNORE |               - |          - |             - |TM27 NIGHT SHADE |TM28 LOVELY KISS |TM29 SMOKESCREEN |TM30 PAIN SPLIT |TM31 REVERSAL |TM32 EGG BOMB |               - |TM34 SWAGGER |               - |              - |           - |TM38 MILK DRINK |TM39 NIGHTMARE |          - |        - |         - |TM43 SWIFT |TM44 STEEL WING |                - |              - |              - |               - |                - |TM50 MEDITATE |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
213 SHUCKLE       |TM01 MINIMIZE |               - |          - |TM04 HEADBUTT |          - |TM06 QUICK ATTACK |             - |              - |TM09 MEGAHORN |TM10 VICEGRIP |TM11 POWDER SNOW |TM12 BUBBLE |              - |TM14 FLAIL |           - |            - |               - |TM18 LEECH LIFE |TM19 TWINEEDLE |TM20 SPIKES |TM21 PRESENT |TM22 DOUBLE KICK |         - |TM24 PETAL DANCE |          - |TM26 JUMP KICK |               - |TM28 LOVELY KISS |TM29 SMOKESCREEN |TM30 PAIN SPLIT |TM31 REVERSAL |TM32 EGG BOMB |               - |           - |               - |              - |           - |              - |             - |          - |TM41 SLAM |         - |         - |              - |                - |              - |              - |               - |TM49 SELFDESTRUCT |            - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
214 HERACROSS     |TM01 MINIMIZE |               - |TM03 ABSORB |            - |TM05 HARDEN |TM06 QUICK ATTACK |             - |              - |TM09 MEGAHORN |TM10 VICEGRIP |TM11 POWDER SNOW |          - |              - |         - |           - |            - |TM17 DOUBLE TEAM |TM18 LEECH LIFE |TM19 TWINEEDLE |          - |TM21 PRESENT |TM22 DOUBLE KICK |         - |               - |          - |TM26 JUMP KICK |               - |TM28 LOVELY KISS |               - |TM30 PAIN SPLIT |TM31 REVERSAL |TM32 EGG BOMB |TM33 PERISH SONG |           - |               - |              - |           - |              - |             - |          - |        - |         - |         - |              - |                - |              - |TM47 GUILLOTINE |               - |TM49 SELFDESTRUCT |            - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
215 SNEASEL       |            - |TM02 FLAME WHEEL |          - |            - |          - |TM06 QUICK ATTACK |             - |              - |            - |            - |TM11 POWDER SNOW |          - |              - |         - |           - |            - |               - |TM18 LEECH LIFE |             - |          - |           - |               - |         - |               - |          - |TM26 JUMP KICK |               - |               - |               - |TM30 PAIN SPLIT |            - |            - |TM33 PERISH SONG |           - |TM35 SHADOW BALL |              - |           - |              - |             - |TM40 SPLASH |TM41 SLAM |         - |         - |              - |TM45 DESTINY BOND |              - |              - |               - |                - |            - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
216 TEDDIURSA     |TM01 MINIMIZE |TM02 FLAME WHEEL |          - |TM04 HEADBUTT |TM05 HARDEN |TM06 QUICK ATTACK |TM07 MEAN LOOK |              - |TM09 MEGAHORN |TM10 VICEGRIP |               - |TM12 BUBBLE |              - |TM14 FLAIL |           - |            - |TM17 DOUBLE TEAM |TM18 LEECH LIFE |TM19 TWINEEDLE |TM20 SPIKES |TM21 PRESENT |               - |TM23 SNORE |               - |TM25 DETECT |             - |TM27 NIGHT SHADE |TM28 LOVELY KISS |TM29 SMOKESCREEN |TM30 PAIN SPLIT |            - |TM32 EGG BOMB |TM33 PERISH SONG |TM34 SWAGGER |               - |              - |           - |TM38 MILK DRINK |TM39 NIGHTMARE |TM40 SPLASH |TM41 SLAM |TM42 GROWL |TM43 SWIFT |              - |                - |TM46 TRI ATTACK |TM47 GUILLOTINE |               - |TM49 SELFDESTRUCT |TM50 MEDITATE |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
217 URSARING      |TM01 MINIMIZE |               - |          - |TM04 HEADBUTT |TM05 HARDEN |TM06 QUICK ATTACK |TM07 MEAN LOOK |              - |            - |TM10 VICEGRIP |TM11 POWDER SNOW |          - |              - |TM14 FLAIL |TM15 TWISTER |            - |TM17 DOUBLE TEAM |TM18 LEECH LIFE |TM19 TWINEEDLE |          - |TM21 PRESENT |               - |TM23 SNORE |               - |          - |             - |               - |TM28 LOVELY KISS |TM29 SMOKESCREEN |TM30 PAIN SPLIT |            - |TM32 EGG BOMB |TM33 PERISH SONG |TM34 SWAGGER |TM35 SHADOW BALL |              - |           - |TM38 MILK DRINK |             - |TM40 SPLASH |TM41 SLAM |TM42 GROWL |TM43 SWIFT |              - |                - |TM46 TRI ATTACK |TM47 GUILLOTINE |               - |TM49 SELFDESTRUCT |            - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
218 SLUGMA        |TM01 MINIMIZE |TM02 FLAME WHEEL |          - |            - |TM05 HARDEN |TM06 QUICK ATTACK |             - |TM08 CRABHAMMER |            - |TM10 VICEGRIP |               - |          - |              - |         - |           - |            - |               - |              - |             - |TM20 SPIKES |           - |               - |         - |TM24 PETAL DANCE |          - |             - |               - |TM28 LOVELY KISS |TM29 SMOKESCREEN |              - |            - |TM32 EGG BOMB |TM33 PERISH SONG |           - |               - |TM36 SKY ATTACK |TM37 FISSURE |TM38 MILK DRINK |             - |          - |        - |TM42 GROWL |         - |              - |                - |TM46 TRI ATTACK |TM47 GUILLOTINE |               - |                - |            - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
219 MAGCARGO      |            - |TM02 FLAME WHEEL |          - |            - |TM05 HARDEN |TM06 QUICK ATTACK |             - |              - |            - |TM10 VICEGRIP |               - |TM12 BUBBLE |              - |TM14 FLAIL |           - |            - |TM17 DOUBLE TEAM |              - |             - |          - |TM21 PRESENT |               - |TM23 SNORE |               - |TM25 DETECT |             - |TM27 NIGHT SHADE |               - |TM29 SMOKESCREEN |TM30 PAIN SPLIT |            - |TM32 EGG BOMB |TM33 PERISH SONG |TM34 SWAGGER |               - |              - |           - |TM38 MILK DRINK |TM39 NIGHTMARE |          - |TM41 SLAM |         - |TM43 SWIFT |              - |TM45 DESTINY BOND |TM46 TRI ATTACK |TM47 GUILLOTINE |               - |TM49 SELFDESTRUCT |TM50 MEDITATE |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
220 SWINUB        |            - |               - |          - |            - |          - |                - |TM07 MEAN LOOK |              - |TM09 MEGAHORN |TM10 VICEGRIP |TM11 POWDER SNOW |          - |              - |TM14 FLAIL |           - |TM16 TELEPORT |TM17 DOUBLE TEAM |              - |TM19 TWINEEDLE |TM20 SPIKES |           - |               - |TM23 SNORE |               - |          - |             - |               - |TM28 LOVELY KISS |               - |TM30 PAIN SPLIT |            - |            - |TM33 PERISH SONG |TM34 SWAGGER |               - |              - |TM37 FISSURE |TM38 MILK DRINK |             - |          - |        - |TM42 GROWL |         - |              - |TM45 DESTINY BOND |TM46 TRI ATTACK |TM47 GUILLOTINE |               - |                - |            - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
221 PILOSWINE     |            - |               - |          - |TM04 HEADBUTT |TM05 HARDEN |TM06 QUICK ATTACK |TM07 MEAN LOOK |              - |            - |TM10 VICEGRIP |TM11 POWDER SNOW |TM12 BUBBLE |              - |         - |           - |TM16 TELEPORT |TM17 DOUBLE TEAM |              - |TM19 TWINEEDLE |TM20 SPIKES |TM21 PRESENT |               - |         - |               - |          - |             - |               - |               - |               - |TM30 PAIN SPLIT |            - |            - |               - |TM34 SWAGGER |TM35 SHADOW BALL |              - |           - |TM38 MILK DRINK |             - |TM40 SPLASH |        - |         - |         - |              - |                - |TM46 TRI ATTACK |              - |TM48 MIRROR MOVE |                - |            - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
222 CORSOLA       |TM01 MINIMIZE |TM02 FLAME WHEEL |          - |TM04 HEADBUTT |TM05 HARDEN |TM06 QUICK ATTACK |             - |TM08 CRABHAMMER |TM09 MEGAHORN |TM10 VICEGRIP |               - |TM12 BUBBLE |TM13 RAIN DANCE |TM14 FLAIL |           - |TM16 TELEPORT |TM17 DOUBLE TEAM |              - |             - |          - |           - |TM22 DOUBLE KICK |TM23 SNORE |TM24 PETAL DANCE |          - |             - |               - |               - |TM29 SMOKESCREEN |              - |            - |TM32 EGG BOMB |               - |TM34 SWAGGER |               - |              - |           - |              - |             - |TM40 SPLASH |TM41 SLAM |         - |         - |TM44 STEEL WING |TM45 DESTINY BOND |              - |TM47 GUILLOTINE |               - |                - |            - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
223 REMORAID      |            - |               - |          - |            - |TM05 HARDEN |                - |TM07 MEAN LOOK |TM08 CRABHAMMER |            - |            - |               - |TM12 BUBBLE |TM13 RAIN DANCE |TM14 FLAIL |TM15 TWISTER |            - |TM17 DOUBLE TEAM |              - |             - |TM20 SPIKES |           - |               - |TM23 SNORE |               - |          - |             - |               - |TM28 LOVELY KISS |               - |              - |            - |            - |TM33 PERISH SONG |TM34 SWAGGER |TM35 SHADOW BALL |              - |           - |TM38 MILK DRINK |             - |          - |TM41 SLAM |         - |TM43 SWIFT |              - |                - |              - |              - |               - |TM49 SELFDESTRUCT |TM50 MEDITATE |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
224 OCTILLERY     |            - |               - |          - |TM04 HEADBUTT |          - |                - |             - |TM08 CRABHAMMER |TM09 MEGAHORN |TM10 VICEGRIP |               - |          - |TM13 RAIN DANCE |TM14 FLAIL |           - |            - |               - |              - |             - |          - |           - |TM22 DOUBLE KICK |TM23 SNORE |TM24 PETAL DANCE |          - |TM26 JUMP KICK |TM27 NIGHT SHADE |               - |TM29 SMOKESCREEN |TM30 PAIN SPLIT |            - |            - |               - |TM34 SWAGGER |               - |TM36 SKY ATTACK |           - |TM38 MILK DRINK |             - |TM40 SPLASH |        - |TM42 GROWL |TM43 SWIFT |              - |                - |              - |              - |               - |TM49 SELFDESTRUCT |            - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
225 DELIBIRD      |            - |               - |TM03 ABSORB |TM04 HEADBUTT |          - |                - |             - |              - |            - |TM10 VICEGRIP |TM11 POWDER SNOW |          - |TM13 RAIN DANCE |         - |           - |            - |               - |              - |TM19 TWINEEDLE |          - |TM21 PRESENT |               - |TM23 SNORE |               - |          - |TM26 JUMP KICK |TM27 NIGHT SHADE |               - |               - |TM30 PAIN SPLIT |            - |            - |TM33 PERISH SONG |TM34 SWAGGER |TM35 SHADOW BALL |TM36 SKY ATTACK |TM37 FISSURE |TM38 MILK DRINK |TM39 NIGHTMARE |TM40 SPLASH |        - |         - |TM43 SWIFT |TM44 STEEL WING |                - |TM46 TRI ATTACK |TM47 GUILLOTINE |TM48 MIRROR MOVE |TM49 SELFDESTRUCT |            - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
226 MANTINE       |            - |               - |          - |            - |          - |                - |             - |TM08 CRABHAMMER |            - |TM10 VICEGRIP |               - |TM12 BUBBLE |TM13 RAIN DANCE |TM14 FLAIL |           - |            - |               - |              - |             - |TM20 SPIKES |TM21 PRESENT |TM22 DOUBLE KICK |         - |               - |          - |             - |               - |               - |TM29 SMOKESCREEN |              - |            - |            - |TM33 PERISH SONG |           - |TM35 SHADOW BALL |TM36 SKY ATTACK |           - |TM38 MILK DRINK |             - |          - |        - |TM42 GROWL |         - |              - |TM45 DESTINY BOND |              - |              - |TM48 MIRROR MOVE |                - |            - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
227 SKARMORY      |TM01 MINIMIZE |               - |          - |            - |          - |TM06 QUICK ATTACK |             - |TM08 CRABHAMMER |TM09 MEGAHORN |TM10 VICEGRIP |               - |          - |              - |         - |TM15 TWISTER |            - |TM17 DOUBLE TEAM |              - |TM19 TWINEEDLE |          - |           - |TM22 DOUBLE KICK |TM23 SNORE |               - |          - |             - |               - |               - |TM29 SMOKESCREEN |              - |            - |TM32 EGG BOMB |TM33 PERISH SONG |           - |               - |TM36 SKY ATTACK |TM37 FISSURE |              - |             - |          - |        - |         - |TM43 SWIFT |TM44 STEEL WING |                - |              - |TM47 GUILLOTINE |TM48 MIRROR MOVE |                - |            - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
228 HOUNDOUR      |TM01 MINIMIZE |TM02 FLAME WHEEL |          - |            - |          - |                - |TM07 MEAN LOOK |TM08 CRABHAMMER |            - |TM10 VICEGRIP |               - |TM12 BUBBLE |              - |TM14 FLAIL |           - |TM16 TELEPORT |TM17 DOUBLE TEAM |              - |             - |          - |TM21 PRESENT |               - |         - |               - |          - |             - |               - |               - |               - |              - |            - |TM32 EGG BOMB |               - |           - |               - |TM36 SKY ATTACK |           - |              - |             - |TM40 SPLASH |TM41 SLAM |TM42 GROWL |TM43 SWIFT |              - |                - |              - |              - |TM48 MIRROR MOVE |TM49 SELFDESTRUCT |            - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
229 HOUNDOOM      |            - |TM02 FLAME WHEEL |          - |            - |TM05 HARDEN |TM06 QUICK ATTACK |             - |              - |            - |            - |               - |TM12 BUBBLE |              - |         - |           - |TM16 TELEPORT |TM17 DOUBLE TEAM |TM18 LEECH LIFE |TM19 TWINEEDLE |          - |           - |               - |TM23 SNORE |               - |          - |             - |               - |               - |TM29 SMOKESCREEN |              - |            - |TM32 EGG BOMB |               - |TM34 SWAGGER |TM35 SHADOW BALL |              - |           - |              - |             - |          - |        - |TM42 GROWL |         - |              - |                - |              - |TM47 GUILLOTINE |TM48 MIRROR MOVE |                - |            - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
230 KINGDRA       |TM01 MINIMIZE |               - |          - |TM04 HEADBUTT |          - |TM06 QUICK ATTACK |             - |TM08 CRABHAMMER |            - |TM10 VICEGRIP |TM11 POWDER SNOW |TM12 BUBBLE |              - |         - |TM15 TWISTER |            - |TM17 DOUBLE TEAM |TM18 LEECH LIFE |             - |TM20 SPIKES |           - |               - |TM23 SNORE |               - |          - |TM26 JUMP KICK |               - |TM28 LOVELY KISS |TM29 SMOKESCREEN |              - |            - |TM32 EGG BOMB |TM33 PERISH SONG |           - |               - |TM36 SKY ATTACK |TM37 FISSURE |              - |             - |          - |TM41 SLAM |TM42 GROWL |TM43 SWIFT |              - |                - |              - |              - |               - |TM49 SELFDESTRUCT |            - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
